,Unnamed: 0,Id,Dormitorios,n_plantas,Trastero,Reformado,Aparcamiento,area,Precio
170,170,vivienda_171,1,2.0,Sí,No,Sí,126,195000
171,171,vivienda_172,4,3.0,Sí,No,No,240,380000
172,172,vivienda_173,4,1.0,Sí,Sí,No,140,234000
173,173,vivienda_174,4,2.0,Sí,No,Sí,132,348000
174,174,vivienda_175,1,,No,No,Sí,76,265000
175,175,vivienda_176,2,2.0,No,Sí,No,156,244000
176,176,vivienda_177,2,3.0,No,Sí,Sí,237,299000
177,177,vivienda_178,4,3.0,Sí,No,Sí,237,420000
178,178,vivienda_179,2,1.0,No,Sí,No,105,172000
179,179,vivienda_180,4,2.0,Sí,Sí,Sí,124,352000
180,180,vivienda_181,2,1.0,No,No,No,86,135000
181,181,vivienda_182,1,2.0,No,No,Sí,123,193000
182,182,vivienda_183,1,2.0,Sí,Sí,No,121,189000
183,183,vivienda_184,3,3.0,No,Sí,Sí,211,359000
184,184,vivienda_185,3,3.0,Sí,Sí,No,218,354000
185,185,vivienda_186,1,1.0,No,Sí,Sí,65,122000
186,186,vivienda_187,3,2.0,Sí,No,Sí,134,288000
187,187,vivienda_188,3,1.0,Sí,Sí,No,64,204000
188,188,vivienda_189,4,2.0,No,Sí,No,172,304000
189,189,vivienda_190,1,3.0,Sí,No,Sí,226,270000
190,190,vivienda_191,1,2.0,Sí,No,No,124,188000
191,191,vivienda_192,2,2.0,No,No,No,128,210000
192,192,vivienda_193,4,1.0,Sí,No,No,139,230000
193,193,vivienda_194,4,3.0,Sí,Sí,Sí,228,394000
194,194,vivienda_195,2,3.0,No,No,Sí,236,328000
195,195,vivienda_196,2,2.0,Sí,Sí,Sí,136,259000
196,196,vivienda_197,2,3.0,Sí,Sí,No,224,297000
197,197,vivienda_198,1,1.0,No,No,No,63,105000
198,198,vivienda_199,2,3.0,No,Sí,Sí,231,302000
199,199,vivienda_200,1,,Sí,No,Sí,68,123000
200,200,vivienda_201,1,,No,Sí,No,69,259000
201,201,vivienda_202,2,3.0,Sí,Sí,Sí,221,337000
202,202,vivienda_203,1,2.0,Sí,Sí,No,137,189000
203,203,vivienda_204,2,2.0,No,Sí,Sí,137,224000
204,204,vivienda_205,4,3.0,No,Sí,Sí,231,392000
205,205,vivienda_206,3,3.0,Sí,No,No,195,353000
206,206,vivienda_207,2,1.0,No,No,Sí,94,175000
207,207,vivienda_208,2,3.0,Sí,No,Sí,234,333000
208,208,vivienda_209,3,1.0,Sí,Sí,Sí,65,217000
209,209,vivienda_210,4,3.0,No,No,No,235,408000
210,210,vivienda_211,3,1.0,Sí,Sí,No,63,204000
211,211,vivienda_212,2,1.0,No,Sí,Sí,98,179000
212,212,vivienda_213,3,1.0,No,No,Sí,60,205000
213,213,vivienda_214,2,3.0,No,No,No,231,285000
214,214,vivienda_215,1,3.0,No,No,No,225,255000
215,215,vivienda_216,4,1.0,Sí,Sí,Sí,139,247000
216,216,vivienda_217,3,1.0,Sí,Sí,No,60,207000
217,217,vivienda_218,3,2.0,No,No,Sí,134,283000
218,218,vivienda_219,1,1.0,Sí,No,Sí,64,120000
219,219,vivienda_220,4,3.0,Sí,Sí,Sí,226,394000
220,220,vivienda_221,1,1.0,Sí,No,Sí,62,123000
221,221,vivienda_222,3,1.0,Sí,Sí,Sí,60,217000
222,222,vivienda_223,3,3.0,Sí,No,No,198,350000
223,223,vivienda_224,4,3.0,No,No,Sí,256,415000
224,224,vivienda_225,1,3.0,Sí,Sí,Sí,220,274000
225,225,vivienda_226,3,2.0,No,No,No,123,273000
226,226,vivienda_227,2,3.0,No,No,Sí,221,295000
227,227,vivienda_228,3,1.0,Sí,No,No,64,200000
228,228,vivienda_229,2,2.0,No,Sí,No,143,247000
229,229,vivienda_230,2,3.0,No,Sí,No,224,292000
230,230,vivienda_231,4,,Sí,No,Sí,233,420000
231,231,vivienda_232,4,2.0,Sí,No,No,132,335000
232,232,vivienda_233,1,2.0,Sí,No,Sí,128,198000
233,233,vivienda_234,1,1.0,No,Sí,No,60,109000
234,234,vivienda_235,2,3.0,No,Sí,No,220,322000
235,235,vivienda_236,2,1.0,No,No,No,80,135000
236,236,vivienda_237,1,3.0,Sí,No,No,228,263000
237,237,vivienda_238,3,1.0,Sí,Sí,Sí,63,217000
238,238,vivienda_239,1,1.0,Sí,Sí,Sí,63,124000
239,239,vivienda_240,3,3.0,Sí,Sí,Sí,206,364000
240,240,vivienda_241,2,2.0,No,No,Sí,141,253000
241,241,vivienda_242,3,2.0,Sí,Sí,Sí,133,292000
242,242,vivienda_243,2,1.0,Sí,No,Sí,107,180000
243,243,vivienda_244,4,1.0,Sí,Sí,Sí,73,274000
244,244,vivienda_245,1,1.0,No,No,Sí,61,115000
245,245,vivienda_246,3,2.0,No,Sí,No,124,274000
246,246,vivienda_247,3,1.0,Sí,Sí,Sí,65,217000
247,247,vivienda_248,4,2.0,No,No,Sí,138,340000
248,248,vivienda_249,2,2.0,Sí,No,Sí,137,258000
249,249,vivienda_250,1,1.0,No,Sí,Sí,65,119000
250,250,vivienda_251,2,3.0,Sí,No,No,233,290000
251,251,vivienda_252,2,1.0,No,No,Sí,81,148000
252,252,vivienda_253,4,2.0,Sí,No,Sí,181,315000
253,253,vivienda_254,4,3.0,No,Sí,Sí,219,389000
254,254,vivienda_255,2,1.0,No,Sí,Sí,85,152000
255,255,vivienda_256,4,3.0,No,Sí,Sí,226,389000
256,256,vivienda_257,2,1.0,No,No,Sí,98,175000
257,257,vivienda_258,2,3.0,Sí,Sí,Sí,228,307000
258,258,vivienda_259,2,,No,Sí,No,72,292000
259,259,vivienda_260,1,1.0,Sí,Sí,No,67,114000
260,260,vivienda_261,4,3.0,Sí,No,Sí,227,393000
261,261,vivienda_262,4,3.0,No,No,No,245,405000
262,262,vivienda_263,2,2.0,Sí,Sí,Sí,135,232000
263,263,vivienda_264,4,1.0,No,No,Sí,71,268000
264,264,vivienda_265,1,2.0,No,No,Sí,133,193000
265,265,vivienda_266,4,3.0,No,Sí,Sí,236,392000
266,266,vivienda_267,4,1.0,No,Sí,No,138,229000
267,267,vivienda_268,3,1.0,Sí,No,No,59,200000
268,268,vivienda_269,3,1.0,Sí,No,No,66,200000
269,269,vivienda_270,2,1.0,Sí,Sí,No,79,144000
270,270,vivienda_271,1,3.0,Sí,Sí,No,238,267000
271,271,vivienda_272,4,,No,Sí,Sí,76,272000
272,272,vivienda_273,4,3.0,Sí,Sí,No,237,414000
273,273,vivienda_274,1,2.0,No,No,No,134,180000
274,274,vivienda_275,3,3.0,Sí,No,No,212,350000
275,275,vivienda_276,2,1.0,No,No,Sí,84,148000
276,276,vivienda_277,1,2.0,Sí,Sí,No,123,189000
277,277,vivienda_278,4,1.0,Sí,No,Sí,135,240000
278,278,vivienda_279,2,2.0,No,Sí,No,120,214000
279,279,vivienda_280,2,3.0,Sí,No,Sí,231,300000
280,280,vivienda_281,1,1.0,Sí,Sí,No,68,117000
281,281,vivienda_282,1,2.0,No,Sí,No,125,184000
282,282,vivienda_283,1,3.0,Sí,No,Sí,223,273000
283,283,vivienda_284,2,3.0,No,Sí,Sí,224,329000
284,284,vivienda_285,1,2.0,Sí,Sí,Sí,129,202000
285,285,vivienda_286,2,1.0,No,No,No,99,168000
286,286,vivienda_287,3,3.0,Sí,Sí,No,202,357000
287,287,vivienda_288,1,2.0,Sí,Sí,No,133,192000
288,288,vivienda_289,2,2.0,Sí,No,No,142,245000
289,289,vivienda_290,4,3.0,Sí,No,No,236,383000
290,290,vivienda_291,1,1.0,Sí,Sí,No,68,114000
291,291,vivienda_292,3,1.0,No,Sí,No,62,202000
292,292,vivienda_293,3,2.0,Sí,Sí,No,138,279000
293,293,vivienda_294,2,1.0,Sí,No,No,82,143000
294,294,vivienda_295,3,1.0,No,No,No,66,195000
295,295,vivienda_296,4,3.0,No,Sí,No,242,409000
296,296,vivienda_297,4,1.0,No,No,Sí,146,238000
297,297,vivienda_298,2,1.0,Sí,No,Sí,105,180000
298,298,vivienda_299,3,1.0,No,Sí,No,61,199000
299,299,vivienda_300,3,3.0,No,No,No,214,348000
300,300,vivienda_301,1,2.0,No,Sí,No,135,184000
301,301,vivienda_302,4,,No,No,Sí,216,388000
302,302,vivienda_303,3,1.0,No,Sí,No,68,199000
303,303,vivienda_304,3,1.0,No,No,Sí,66,205000
304,304,vivienda_305,3,3.0,Sí,No,Sí,201,360000
305,305,vivienda_306,1,3.0,Sí,No,No,237,263000
306,306,vivienda_307,2,3.0,Sí,Sí,No,235,297000
307,307,vivienda_308,1,,No,No,No,111,180000
308,308,vivienda_309,3,3.0,Sí,No,No,209,353000
309,309,vivienda_310,3,3.0,No,No,Sí,206,358000
310,310,vivienda_311,1,2.0,Sí,Sí,Sí,137,199000
311,311,vivienda_312,2,2.0,No,No,No,150,240000
312,312,vivienda_313,3,3.0,No,Sí,Sí,207,362000
313,313,vivienda_314,1,1.0,Sí,Sí,Sí,62,127000
314,314,vivienda_315,2,1.0,Sí,No,No,77,143000
315,315,vivienda_316,2,3.0,No,Sí,No,226,289000
316,316,vivienda_317,4,2.0,No,Sí,Sí,174,317000
317,317,vivienda_318,1,3.0,Sí,No,No,231,260000
318,318,vivienda_319,4,3.0,No,No,Sí,250,418000
319,319,vivienda_320,2,3.0,Sí,No,No,231,290000
320,320,vivienda_321,1,1.0,No,No,No,64,105000
321,321,vivienda_322,2,3.0,No,No,No,233,288000
322,322,vivienda_323,2,2.0,No,No,No,149,240000
323,323,vivienda_324,4,3.0,No,No,No,230,375000
324,324,vivienda_325,1,3.0,No,No,Sí,228,265000
325,325,vivienda_326,2,1.0,No,No,Sí,105,178000
326,326,vivienda_327,4,3.0,Sí,No,Sí,247,420000
327,327,vivienda_328,2,2.0,No,Sí,No,130,217000
328,328,vivienda_329,4,2.0,No,Sí,Sí,181,314000
329,329,vivienda_330,2,3.0,No,Sí,No,223,289000
330,330,vivienda_331,1,3.0,No,No,No,232,258000
331,331,vivienda_332,4,1.0,Sí,Sí,No,139,234000
332,332,vivienda_333,2,,No,Sí,Sí,94,329000
333,333,vivienda_334,4,3.0,Sí,No,Sí,246,420000
334,334,vivienda_335,4,2.0,No,No,Sí,130,340000
335,335,vivienda_336,4,3.0,No,No,Sí,230,418000
336,336,vivienda_337,3,1.0,No,No,Sí,59,205000
337,337,vivienda_338,3,2.0,Sí,Sí,Sí,129,289000
338,338,vivienda_339,4,,Sí,No,No,71,260000
339,339,vivienda_340,4,2.0,Sí,Sí,No,137,339000
340,340,vivienda_341,4,1.0,Sí,Sí,No,77,267000
341,341,vivienda_342,4,2.0,No,No,No,127,333000
342,342,vivienda_343,1,2.0,Sí,Sí,No,125,192000
343,343,vivienda_344,1,1.0,Sí,Sí,No,64,117000
344,344,vivienda_345,4,2.0,Sí,Sí,No,133,339000
345,345,vivienda_346,2,1.0,Sí,No,Sí,100,183000
346,346,vivienda_347,4,2.0,Sí,Sí,No,121,339000
347,347,vivienda_348,4,3.0,No,No,Sí,254,418000
348,348,vivienda_349,2,1.0,Sí,No,Sí,105,180000
349,349,vivienda_350,2,2.0,Sí,Sí,Sí,138,232000
350,350,vivienda_351,4,2.0,Sí,No,Sí,194,318000
351,351,vivienda_352,4,2.0,Sí,Sí,Sí,178,319000
352,352,vivienda_353,1,1.0,No,Sí,No,64,112000
353,353,vivienda_354,2,1.0,No,No,Sí,97,175000
354,354,vivienda_355,3,2.0,No,Sí,Sí,120,287000
355,355,vivienda_356,2,3.0,Sí,Sí,No,223,327000
356,356,vivienda_357,4,1.0,Sí,No,No,132,233000
357,357,vivienda_358,2,3.0,No,No,No,228,285000
358,358,vivienda_359,4,1.0,No,No,Sí,70,265000
359,359,vivienda_360,2,,No,Sí,Sí,147,257000
360,360,vivienda_361,3,1.0,No,Sí,No,67,199000
361,361,vivienda_362,2,3.0,No,No,Sí,235,328000
362,362,vivienda_363,4,,No,No,No,175,300000
363,363,vivienda_364,4,1.0,Sí,No,No,72,263000
364,364,vivienda_365,4,3.0,Sí,No,No,234,413000
365,365,vivienda_366,2,3.0,No,No,No,224,318000
366,366,vivienda_367,3,1.0,Sí,No,Sí,61,210000
367,367,vivienda_368,2,3.0,No,Sí,Sí,233,299000
368,368,vivienda_369,3,1.0,No,Sí,No,63,199000
369,369,vivienda_370,3,3.0,No,No,No,206,348000
370,370,vivienda_371,3,1.0,Sí,No,No,61,200000
371,371,vivienda_372,4,,No,No,Sí,235,418000
372,372,vivienda_373,4,3.0,No,Sí,Sí,247,419000
373,373,vivienda_374,4,2.0,Sí,Sí,Sí,130,349000
374,374,vivienda_375,4,1.0,No,Sí,No,77,259000
375,375,vivienda_376,2,2.0,No,No,No,138,213000
376,376,vivienda_377,4,,Sí,No,No,187,308000
377,377,vivienda_378,1,3.0,Sí,Sí,Sí,220,274000
378,378,vivienda_379,1,2.0,Sí,No,Sí,121,198000
379,379,vivienda_380,1,1.0,Sí,No,No,60,110000
380,380,vivienda_381,2,,No,No,No,93,318000
381,381,vivienda_382,2,1.0,No,Sí,Sí,87,152000
382,382,vivienda_383,2,,No,No,No,98,165000
383,383,vivienda_384,4,3.0,Sí,Sí,No,247,414000
384,384,vivienda_385,2,1.0,No,No,Sí,107,178000
385,385,vivienda_386,2,1.0,No,No,Sí,106,178000
386,386,vivienda_387,4,1.0,No,No,Sí,145,235000
387,387,vivienda_388,3,3.0,No,Sí,Sí,200,362000
388,388,vivienda_389,1,1.0,No,Sí,Sí,60,119000
389,389,vivienda_390,3,3.0,No,No,Sí,205,355000
390,390,vivienda_391,1,3.0,Sí,No,Sí,234,270000
391,391,vivienda_392,2,2.0,Sí,No,Sí,138,258000
392,392,vivienda_393,1,3.0,No,Sí,Sí,230,272000
393,393,vivienda_394,3,2.0,No,No,Sí,134,283000
394,394,vivienda_395,1,,Sí,No,Sí,113,195000
395,395,vivienda_396,4,3.0,No,Sí,No,219,382000
396,396,vivienda_397,2,1.0,Sí,No,No,105,173000
397,397,vivienda_398,4,3.0,No,No,No,263,405000
398,398,vivienda_399,4,3.0,Sí,Sí,No,239,387000
399,399,vivienda_400,4,2.0,No,No,No,189,300000
400,400,vivienda_401,2,2.0,No,Sí,No,126,214000
401,401,vivienda_402,3,1.0,No,Sí,No,64,199000
402,402,vivienda_403,2,2.0,No,No,No,131,213000
403,403,vivienda_404,2,2.0,Sí,No,No,138,248000
404,404,vivienda_405,4,2.0,No,No,Sí,123,343000
405,405,vivienda_406,2,3.0,Sí,No,Sí,225,300000
406,406,vivienda_407,2,1.0,No,Sí,Sí,98,179000
407,407,vivienda_408,3,1.0,No,No,No,60,198000
408,408,vivienda_409,2,,No,Sí,No,68,289000
409,409,vivienda_410,3,3.0,No,Sí,No,204,349000
410,410,vivienda_411,3,1.0,No,No,Sí,62,205000
411,411,vivienda_412,4,2.0,No,No,Sí,171,313000
412,412,vivienda_413,3,2.0,No,No,No,138,273000
413,413,vivienda_414,4,2.0,Sí,No,No,130,335000
414,414,vivienda_415,3,1.0,Sí,No,No,62,203000
415,415,vivienda_416,2,1.0,No,No,Sí,78,145000
416,416,vivienda_417,4,1.0,No,No,Sí,138,235000
417,417,vivienda_418,2,1.0,Sí,No,No,95,173000
418,418,vivienda_419,4,3.0,No,No,No,245,408000
419,419,vivienda_420,4,2.0,Sí,Sí,Sí,137,352000
420,420,vivienda_421,1,3.0,No,Sí,No,236,259000
421,421,vivienda_422,4,,No,No,No,142,225000
422,422,vivienda_423,3,2.0,Sí,No,Sí,123,288000
423,423,vivienda_424,3,1.0,No,No,No,64,195000
424,424,vivienda_425,2,2.0,Sí,No,No,137,215000
425,425,vivienda_426,4,3.0,Sí,Sí,Sí,226,394000
426,426,vivienda_427,4,,Sí,Sí,Sí,140,247000
427,427,vivienda_428,4,1.0,Sí,Sí,Sí,74,277000
428,428,vivienda_429,4,1.0,Sí,No,No,75,263000
429,429,vivienda_430,2,3.0,No,Sí,No,222,292000
430,430,vivienda_431,4,1.0,Sí,No,Sí,139,243000
431,431,vivienda_432,2,3.0,Sí,Sí,No,235,294000
432,432,vivienda_433,2,1.0,Sí,Sí,Sí,82,154000
433,433,vivienda_434,4,1.0,No,Sí,Sí,69,272000
434,434,vivienda_435,4,2.0,No,No,Sí,135,340000
435,435,vivienda_436,2,2.0,No,No,Sí,132,220000
436,436,vivienda_437,4,2.0,No,Sí,Sí,129,347000
437,437,vivienda_438,2,2.0,No,Sí,Sí,127,227000
438,438,vivienda_439,2,2.0,No,No,Sí,120,220000
439,439,vivienda_440,2,3.0,Sí,No,Sí,234,300000
440,440,vivienda_441,3,,Sí,Sí,No,219,354000
441,441,vivienda_442,2,1.0,No,Sí,Sí,97,182000
442,442,vivienda_443,4,2.0,Sí,Sí,No,120,339000
443,443,vivienda_444,4,2.0,Sí,No,No,123,338000
444,444,vivienda_445,1,3.0,Sí,Sí,Sí,235,277000
445,445,vivienda_446,2,3.0,No,Sí,Sí,228,299000
446,446,vivienda_447,1,3.0,No,Sí,No,221,259000
447,447,vivienda_448,4,1.0,No,Sí,No,78,259000
448,448,vivienda_449,2,2.0,Sí,No,No,139,245000
449,449,vivienda_450,3,2.0,No,No,No,127,270000
450,450,vivienda_451,4,1.0,Sí,Sí,Sí,133,244000
451,451,vivienda_452,1,2.0,Sí,No,No,121,188000
452,452,vivienda_453,3,1.0,No,No,Sí,60,208000
